model_answer,serial_number
"{""columns"":[""max_power(bhp)"",""price(in lakhs)""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1053
"{""columns"":[""Genre""],""methods"":[""Mode""]}",1054
"{""columns"":[""family_history_with_overweight"",""FAVC"",""Gender""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1055
"{""columns"":[""Rest of World""],""methods"":[""Mean""]}",1056
"{""columns"":[""GRE Score"",""TOEFL Score""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",1057
"{""columns"":[""famsize"",""paid"",""school"",""address""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1058
"{""columns"":[""Attack method: Armed Assault"",""Terrorist Death Type : Suicide""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1059
"{""columns"":[""Catch_Rate""],""methods"":[""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",1060
"{""columns"":[""ST_Slope"",""HeartDisease""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1061
"{""columns"":[""family_history_with_overweight"",""CAEC""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1062
"{""columns"":[""CHEST PAIN"",""LUNG_CANCER"",""CHRONIC DISEASE""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1063
"{""columns"":[""Terrorist Death Type : Killed"",""Terrorist Death Type : Suicide"",""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1064
"{""columns"":[""Height_m"",""Catch_Rate""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: F-Test for Variance"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test""]}",1065
"{""columns"":[""GENDER"",""SWALLOWING DIFFICULTY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1066
"{""columns"":[""Age"",""RestingBP""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1067
"{""columns"":[""Age"",""Years of Experience""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1068
"{""columns"":[""experience_level"",""company_size""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1069
"{""columns"":[""HP""],""methods"":[""Mean""]}",1070
"{""columns"":[""Number of trees sold"",""Year""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",1071
"{""columns"":[""Potential""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1072
"{""columns"":[""CHRONIC DISEASE"",""CHEST PAIN"",""PEER_PRESSURE""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1073
"{""columns"":[""Medu"",""G2""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",1074
"{""columns"":[""failures""],""methods"":[""Skewness""]}",1075
"{""columns"":[""Myanmar"",""Thailand"",""Year""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",1076
"{""columns"":[""Europe""],""methods"":[""Kurtosis""]}",1077
"{""columns"":[""FAVC"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1078
"{""columns"":[""Sex"",""ChestPainType""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1079
"{""columns"":[""CreditScore"",""EstimatedSalary""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",1080
"{""columns"":[""Nigeria"",""Vietnam""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",1081
"{""columns"":[""activities"",""internet""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1082
"{""columns"":[""United States""],""methods"":[""Kolmogorov-Smirnov Test for Uniform distribution""]}",1083
"{""columns"":[""Bangladesh""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1084
"{""columns"":[""paid"",""activities"",""school""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1085
"{""columns"":[""X4 number of convenience stores""],""methods"":[""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",1086
"{""columns"":[""freetime"",""goout""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",1087
"{""columns"":[""CAEC"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1088
"{""columns"":[""Japan"",""India""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",1089
"{""columns"":[""Value""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1090
"{""columns"":[""SEP""],""methods"":[""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1091
"{""columns"":[""Pakistan"",""Vietnam"",""Year""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",1092
"{""columns"":[""adjusted_satisfaction""],""methods"":[""Mean""]}",1093
"{""columns"":[""ANXIETY"",""LUNG_CANCER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1094
"{""columns"":[""std_satisfaction""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1095
"{""columns"":[""Philippines"",""Vietnam""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",1096
"{""columns"":[""SCC"",""SMOKE""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1097
"{""columns"":[""CHRONIC DISEASE"",""COUGHING"",""ANXIETY""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",1098
"{""columns"":[""RestingECG"",""HeartDisease""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1099
"{""columns"":[""Bangladesh"",""China""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",1100
"{""columns"":[""Total"",""Attack""],""methods"":[""Kolmogorov-Smirnov Test""]}",1101
"{""columns"":[""University Rating"",""Research""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1102
"{""columns"":[""famrel"",""health""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",1103
"{""columns"":[""ALCOHOL CONSUMING"",""COUGHING"",""YELLOW_FINGERS""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",1104
"{""columns"":[""Research Environment Score""],""methods"":[""Kurtosis""]}",1105
"{""columns"":[""Fedu"",""freetime""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",1106
"{""columns"":[""school"",""address"",""reason""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1107
"{""columns"":[""Actual Weight"",""Duration""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",1108
"{""columns"":[""Average Tree Price"",""Type of tree""],""methods"":[""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",1109
"{""columns"":[""std_satisfaction"",""income_inequality"",""adjusted_satisfaction""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient""]}",1110
"{""columns"":[""Pstatus"",""nursery"",""famsize""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1111
"{""columns"":[""schoolsup"",""nursery"",""school""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1112
"{""columns"":[""MntFruits"",""Z_CostContact""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test"",""Mean"",""Median"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",1113
"{""columns"":[""Attack method: Bombing/Explosion""],""methods"":[""Standard Deviation""]}",1114
"{""columns"":[""work_type"",""smoking_status""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1115
"{""columns"":[""FCVC""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",1116
"{""columns"":[""HP""],""methods"":[""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test""]}",1117
"{""columns"":[""MntWines""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1118
"{""columns"":[""engine(cc)"",""max_power(bhp)"",""mileage(kmpl)""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1119
"{""columns"":[""MntGoldProds"",""NumWebPurchases""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test""]}",1120
"{""columns"":[""Age"",""Heart Rate""],""methods"":[""Standard Deviation"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",1121
"{""columns"":[""ST_Slope"",""FastingBS""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1122
"{""columns"":[""Height"",""CH2O""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",1123
"{""columns"":[""MTRANS"",""Gender""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1124
"{""columns"":[""guardian"",""higher""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",1125
"{""columns"":[""avg_glucose_level"",""bmi""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Variance Test: F-Test for Variance"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test""]}",1126
"{""columns"":[""paid"",""activities""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",1127
"{""columns"":[""CAEC"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1128
"{""columns"":[""avg_income"",""median_income""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1129
"{""columns"":[""Myanmar""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1130
"{""columns"":[""ALLERGY "",""SHORTNESS OF BREATH""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",1131
"{""columns"":[""Total Cardholders""],""methods"":[""Quartile""]}",1132
"{""columns"":[""Teenhome""],""methods"":[""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",1133
"{""columns"":[""AGE""],""methods"":[""Skewness""]}",1134
"{""columns"":[""NCP"",""CH2O""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",1135
"{""columns"":[""SMOKING"",""CHEST PAIN""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",1136
"{""columns"":[""Death Age : 11-20 "",""Attack method: Assassination"",""Attack method: Hijacking""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1137
"{""columns"":[""Special""],""methods"":[""Mean""]}",1138
"{""columns"":[""Gender"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1139
"{""columns"":[""# of Homeless Individuals Served at The Source""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1140
"{""columns"":[""paid"",""internet"",""schoolsup""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",1141
"{""columns"":[""losangelesretail""],""methods"":[""Anderson-Darling Test"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Quartile"",""Range""]}",1142
"{""columns"":[""traveltime"",""G1""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1143
"{""columns"":[""paid"",""activities"",""school""],""methods"":[""Chi-square Independence Test"",""Mantel-Haenszel Test"",""Fisher Exact Test""]}",1144
"{""columns"":[""Duration"",""BMI""],""methods"":[""Range"",""Quartile"",""Standard Deviation"",""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",1145
"{""columns"":[""Japan"",""Bangladesh""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: F-Test for Variance"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test""]}",1146
"{""columns"":[""Japan"",""China"",""Year""],""methods"":[""Mean"",""Median"",""Standard Deviation"",""Range"",""Quartile"",""F-Test for Variance"",""Levene Test"",""Bartlett Test""]}",1147
"{""columns"":[""company_location""],""methods"":[""Mode""]}",1148
"{""columns"":[""Thailand"",""Year""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",1149
"{""columns"":[""EstimatedSalary""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",1150
"{""columns"":[""Death Age : 21-50 ""],""methods"":[""Mean""]}",1151
"{""columns"":[""freetime"",""health"",""failures""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",1152
