extracted_answer,serial_number,task,results,relevant_column,ground_truth,dataset,refined_question,difficulty,methods_comparison_result,columns_comparison_result,methods_score,columns_score,selection_overall
"{
  ""columns"": [""Height_m"", ""Catch_Rate""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1047,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.01023, \""p value\"": 0.99184}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 745.95018, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""Height_m"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Catch_Rate"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Height_m"", ""Catch_Rate""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Pokedex Dataset,Are the differences in height and catch rate statistically significant?,hard,"{""Correct"": 2, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""schoolsup""],
  ""methods"": [""Mode""]
}",1048,Descriptive Statistics,"[{""method"": ""Mode"", ""result"": ""no"", ""conclusion"": ""no""}]","[{""column_header"": ""schoolsup"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""schoolsup""], ""methods"": [""Mode""]}",Student Performance Prediction Dataset,What is the most common occurrence for the provision of extra educational support (schoolsup)?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""MntSweetProducts"", ""NumDealsPurchases""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1049,Distribution Compliance Test,"[{""method"": ""Kolmogorov-Smirnov Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Distribution significantly different""}]","[{""column_header"": ""MntSweetProducts"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""NumDealsPurchases"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""MntSweetProducts"", ""NumDealsPurchases""], ""methods"": [""Kolmogorov-Smirnov Test""]}",Customer Personality Analysis Dataset,Can the Kolmogorov-Smirnov test detect any differences between the distributions of the amount spent on sweets in the last 2 years and the number of purchases made with a discount?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Number of trees sold"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1050,Correlation Analysis,"[{""method"": ""Kendall Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.58242}"", ""conclusion"": ""Strongly correlated""}]","[{""column_header"": ""Number of trees sold"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Sales"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Number of trees sold"", ""Sales""], ""methods"": [""Kendall Correlation Coefficient""]}",US Christmas Tree Sales Dataset,Does the number of Christmas trees sold correlate with the income derived from their sales during the Christmas period?,hard,"{""Correct"": 1, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""GDP""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1051,Distribution Compliance Test,"[{""method"": ""Anderson-Darling Test"", ""result"": ""{\""AD results\"": \""{\\\""stat\\\"": 1.78286, \\\""crit\\\"": 0.557}\""}"", ""conclusion"": ""Non-normally distributed""}, {""method"": ""Kolmogorov-Smirnov Test for Normality"", ""result"": ""{\""p value\"": 0.14184}"", ""conclusion"": ""Normally distributed""}, {""method"": ""Lilliefors Test"", ""result"": ""{\""p value\"": 0.00447}"", ""conclusion"": ""Non-normally distributed""}]","[{""column_header"": ""GDP"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""GDP""], ""methods"": [""Anderson-Darling Test"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]}",Income and Happiness Score Dataset,What is the likelihood that the Gross Domestic Product (GDP) follows a normal distribution?,hard,"{""Correct"": 2, ""Wrong"": 1, ""Missed"": 1}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Weight_kg""],
  ""methods"": [""Standard Deviation""]
}",1052,Descriptive Statistics,"[{""method"": ""Standard Deviation"", ""result"": ""89.03386"", ""conclusion"": ""89.03386""}]","[{""column_header"": ""Weight_kg"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Weight_kg""], ""methods"": [""Standard Deviation""]}",Pokedex Dataset,"Could you compute the standard deviation of the weights of the Pokemon, measured in kilograms?",easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""max_power(bhp)"", ""price(in lakhs)""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1053,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": -0.27838, \""p value\"": 0.78072}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 7.02927, \""p value\"": 0.00806}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""max_power(bhp)"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""price(in lakhs)"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""max_power(bhp)"", ""price(in lakhs)""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Used Car Dataset,"Do the variations in the maximum power output of the car's engine, measured in brake horsepower (bhp), align with those of the car's price, expressed in lakhs of currency units?",hard,"{""Correct"": 0, ""Wrong"": 3, ""Missed"": 2}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Genre""],
  ""methods"": [""Mode""]
}",1054,Descriptive Statistics,"[{""method"": ""Mode"", ""result"": ""Sports"", ""conclusion"": ""Sports""}]","[{""column_header"": ""Genre"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Genre""], ""methods"": [""Mode""]}",Video Games Sales Dataset,What is the most frequently occurring genre in the dataset?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""family_history_with_overweight"", ""FAVC"", ""Gender""],
  ""methods"": [""Chi-square Independence Test""]
}",1055,Contingency Table Test,"[{""method"": ""Mantel-Haenszel Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""family_history_with_overweight"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""FAVC"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Gender"", ""is_strata"": true, ""is_control"": false}]","{""columns"": [""family_history_with_overweight"", ""FAVC"", ""Gender""], ""methods"": [""Mantel-Haenszel Test""]}",Obesity or CVD Risk Dataset,Do variations exist in the impact of family history of overweight on frequent consumption of high-caloric food when examined across different gender categories?,easy,"{""Correct"": 0, ""Wrong"": 1, ""Missed"": 1}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Rest of World""],
  ""methods"": [""Mean""]
}",1056,Descriptive Statistics,"[{""method"": ""Mean"", ""result"": ""0.20647"", ""conclusion"": ""0.20647""}]","[{""column_header"": ""Rest of World"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Rest of World""], ""methods"": [""Mean""]}",Video Games Sales Dataset,"What is the mean number of units sold in the rest of the world, excluding North America, Europe, and Japan, in millions?",easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""GRE Score"", ""TOEFL Score""],
  ""methods"": [""Range"", ""Standard Deviation"", ""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1057,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.0, \""p value\"": 1.0}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 152.04697, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""GRE Score"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""TOEFL Score"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""GRE Score"", ""TOEFL Score""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Dataset for Admission in the University,Do the GRE and TOEFL scores exhibit similar levels of data dispersion?,hard,"{""Correct"": 2, ""Wrong"": 4, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""famsize"", ""paid"", ""address""],
  ""methods"": [""Chi-square Independence Test""]
}",1058,Contingency Table Test,"[{""method"": ""Mantel-Haenszel Test"", ""result"": ""{\""p value\"": 0.21226}"", ""conclusion"": ""Independent""}]","[{""column_header"": ""famsize"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""paid"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""address"", ""is_strata"": true, ""is_control"": false}]","{""columns"": [""famsize"", ""paid"", ""address""], ""methods"": [""Mantel-Haenszel Test""]}",Student Performance Prediction Dataset,"Is the relationship between family size and participation in paid extra classes, within the course subject (Math or Portuguese), subject to variation when stratified by address?",easy,"{""Correct"": 0, ""Wrong"": 1, ""Missed"": 1}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""Attack method: Armed Assault"", ""Terrorist Death Type : Suicide""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1059,Correlation Analysis,"[{""method"": ""Pearson Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.77064}"", ""conclusion"": ""Strongly correlated""}, {""method"": ""Spearman Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.47319}"", ""conclusion"": ""Not strongly correlated""}, {""method"": ""Kendall Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.44117}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""Attack method: Armed Assault"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Terrorist Death Type : Suicide"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Attack method: Armed Assault"", ""Terrorist Death Type : Suicide""], ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]}",Terrorist Attacks Dataset,What is the strength of the correlation between the use of armed assault as the attack method and the terrorist's death by suicide during the attack?,easy,"{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""Catch_Rate""],
  ""methods"": [""Mean""]
}",1060,Descriptive Statistics,"[{""method"": ""Mean"", ""result"": ""100.24688"", ""conclusion"": ""100.24688""}]","[{""column_header"": ""Catch_Rate"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Catch_Rate""], ""methods"": [""Mean""]}",Pokedex Dataset,What is the average Catch Rate value?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""ST_Slope"", ""HeartDisease""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Contingency Table Test""]
}",1061,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""ST_Slope"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""HeartDisease"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""ST_Slope"", ""HeartDisease""], ""methods"": [""Chi-square Independence Test""]}",Heart Failure Prediction Dataset,Are the observed frequencies in the slope of the ST segment indicative of the alterations in HeartDisease?,hard,"{""Correct"": 1, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""family_history_with_overweight"", ""CAEC""],
  ""methods"": [""Chi-square Independence Test""]
}",1062,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.0}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""family_history_with_overweight"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""CAEC"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""family_history_with_overweight"", ""CAEC""], ""methods"": [""Chi-square Independence Test""]}",Obesity or CVD Risk Dataset,Is there evidence in the data to indicate a relationship between the presence of family history with overweight and the consumption of food between meals (CAEC)?,hard,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",1.0,1.0,1
"{
  ""columns"": [""CHRONIC DISEASE"", ""CHEST PAIN"", ""LUNG_CANCER""],
  ""methods"": [""Chi-square Independence Test""]
}",1063,Contingency Table Test,"[{""method"": ""Mantel-Haenszel Test"", ""result"": ""{\""p value\"": 0.00059}"", ""conclusion"": ""Not independent""}]","[{""column_header"": ""CHEST PAIN"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""LUNG_CANCER"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""CHRONIC DISEASE"", ""is_strata"": true, ""is_control"": false}]","{""columns"": [""CHEST PAIN"", ""LUNG_CANCER"", ""CHRONIC DISEASE""], ""methods"": [""Mantel-Haenszel Test""]}",Lung Cancer Survey Dataset,Does the relationship between the presence of chest pain symptoms and a diagnosis of lung cancer depend on whether individuals have a chronic disease?,easy,"{""Correct"": 0, ""Wrong"": 1, ""Missed"": 1}","{""Correct"": 3, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [
    ""Terrorist deaths"",
    ""Attack method: Hostage Taking (Barricade Incident)""
  ],
  ""methods"": [
    ""Pearson Correlation Coefficient"",
    ""Spearman Correlation Coefficient"",
    ""Kendall Correlation Coefficient""
  ]
}",1064,Correlation Analysis,"[{""method"": ""Partial Correlation Coefficient"", ""result"": ""{\""coefficient\"": 0.06634, \""p value\"": 0.0}"", ""conclusion"": ""Not strongly correlated""}]","[{""column_header"": ""Terrorist Death Type : Killed"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Attack method: Hostage Taking (Barricade Incident)"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Terrorist attacks"", ""is_strata"": false, ""is_control"": true}]","{""columns"": [""Terrorist Death Type : Killed"", ""Attack method: Hostage Taking (Barricade Incident)"", ""Terrorist attacks""], ""methods"": [""Partial Correlation Coefficient""]}",Terrorist Attacks Dataset,What is the relationship between the death of terrorists and hostage taking (barricade incidents) following terrorist attacks?,easy,"{""Correct"": 0, ""Wrong"": 3, ""Missed"": 1}","{""Correct"": 1, ""Wrong"": 1, ""Missed"": 2}",0.0,0.0,0
"{
  ""columns"": [""Height_m"", ""Catch_Rate""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1065,Variance Test,"[{""method"": ""Mood Variance Test"", ""result"": ""{\""stat\"": 0.01023, \""p value\"": 0.99184}"", ""conclusion"": ""Variance not significantly difference between them""}, {""method"": ""Levene Test"", ""result"": ""{\""stat\"": 745.95018, \""p value\"": 0.0}"", ""conclusion"": ""Variance significantly difference between them""}]","[{""column_header"": ""Height_m"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""Catch_Rate"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""Height_m"", ""Catch_Rate""], ""methods"": [""Mood Variance Test"", ""Levene Test""]}",Pokedex Dataset,Is the variability in the heights of the Pokemon comparable to that in the catch rates?,hard,"{""Correct"": 2, ""Wrong"": 2, ""Missed"": 0}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
"{
  ""columns"": [""GENDER"", ""SWALLOWING DIFFICULTY""],
  ""methods"": [""Chi-square Independence Test""]
}",1066,Contingency Table Test,"[{""method"": ""Chi-square Independence Test"", ""result"": ""{\""p value\"": 0.20773}"", ""conclusion"": ""Independent""}, {""method"": ""Fisher Exact Test"", ""result"": ""{\""p value\"": 0.1733}"", ""conclusion"": ""Independent""}]","[{""column_header"": ""GENDER"", ""is_strata"": false, ""is_control"": false}, {""column_header"": ""SWALLOWING DIFFICULTY"", ""is_strata"": false, ""is_control"": false}]","{""columns"": [""GENDER"", ""SWALLOWING DIFFICULTY""], ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]}",Lung Cancer Survey Dataset,Is there a correspondence between changes in gender and the presence of swallowing difficulty symptoms?,easy,"{""Correct"": 1, ""Wrong"": 0, ""Missed"": 1}","{""Correct"": 2, ""Wrong"": 0, ""Missed"": 0}",0.0,1.0,0
